id_item;pontuacao;identificador;texto;id_questao
277;1;A;Ângelo Agostini critica não apenas a postura do líder do Partido Liberal, como também os fazendeiros por ele representados.;75
278;0;B;a frase “escravidão ou morte” demonstra como a sociedade brasileira do século XIX não poderia sobreviver sem o trabalho dos escravos.;75
279;5;C;ao comparar o “projecto de uma estátua equestre para o illustre chefe do partido liberal” àquela de Pedro I, o autor atrela a ideia de independência à de abolição.;75
280;4;D;retrata a luta dos senhores de escravos para a manutenção da escravidão representando-os como cruéis.;75
281;4;A;o texto do jornal cristaliza uma interpretação histórica do Brasil.;76
282;1;B;o documento retrata a valorização de um mito nacional, Tiradentes, que se enraizou no imaginário brasileiro como um símbolo de luta pela liberdade pátria.;76
283;5;C;a identificação de Silvério dos Reis como sendo um “não brasileiro” constrói uma perspectiva histórica de nacionalismo ausente no momento da Inconfidência Mineira, mas em discussão no período em que o texto foi escrito.;76
284;0;D;o Diário de Minas define Tiradentes como um herói nacional ao estabelecer uma linearidade histórica entre a Inconfidência Mineira e a Proclamação da República.;76
285;1;A;Frei Vicente do Salvador nos mostra no nome “Brasil” a característica demoníaca do lugar.;77
286;5;B;o esforço do autor é reafirmar os objetivos da colonização portuguesa: o desbravamento, a ocupação de terras brasileiras e as premissas cristãs.;77
287;4;C;Frei Vicente reforça sua argumentação ao citar a experiência de um bispo em terras brasileiras, que percebe problemas da colonização na ausência de um interesse comum.;77
288;0;D;por estar preocupado com a questão religiosa na colônia, a problemática central do frei é investigar a origem do nome “Brasil”.;77
289;1;A;as imagens do “Cigarro Fascista” e da “Civilização” representam formas de propagandear ideologias diversas.;78
290;5;B;as imagens representam a diversidade política presente na imprensa brasileira comercial e operária da década de 1920, remetendo a ideologias contraditórias e concomitantes como o fascismo e o anarquismo.;78
291;0;C;o anarquismo foi a principal ideologia presente nos movimento operários das décadas de 1910 e 1920, na cidade de São Paulo.;78
292;4;D;a propaganda do cigarro apresenta como o ideário fascista também estava presente no universo político da década de 1920. Algumas associações são representativas desse ideário, como a “Società Dopo Lavoro” e a “Liga Operária Católica”, introduzida no Brasil em 1902.;78
293;4;A;os relatos se constituem numa fonte de pesquisa que faz referência a um momento da imigração italiana, caracterizada pela contratação de mão-de-obra estrangeira para a lavoura do café e do posterior processo de migração e de crescimento urbano de São Paulo.;79
294;1;B;as lembranças descrevem a vida familiar, a escola, o trabalho, as atividades urbanas, e todas passam a fazer parte do relato de vida do entrevistado.;79
295;5;C;os depoimentos dos entrevistados são um trabalho de elaboração do passado, realizado por meio de um esforço de compreensão e de esclarecimento a partir do presente.;79
296;0;D;as memórias pessoais são fontes que não podem ser utilizadas por historiadores, por serem documentos parciais.;79
297;0;A;o ex-ministro das Relações Exteriores, Magalhães Pinto, apóia uma maior centralização do poder nas mãos do presidente da república como forma de contornar o contexto de caos em que o país estava mergulhado.;81
298;4;B;o contexto em que a reunião do Conselho de Segurança Nacional ocorreu fora caracterizado por movimentos de agitação e oposição ao regime militar, sendo exemplo disso o discurso do então deputado federal Márcio Moreira Alves, proferido em 1968.;81
299;5;C;na argumentação de Magalhães Pinto, a ditadura apresentava-se como necessária e incontornável e o general Arthur Costa e Silva, como vítima desse processo.;81
300;0;D;a fala do ministro evidencia que desde o início havia um plano de endurecimento do regime político previsto pelos militares, como foi feito com o fechamento do Congresso Nacional.;81
301;0;A;em ambos os casos fica explicita a idéia que o brasileiro é de natureza malandra.;82
302;1;B;nos sambas, há uma caracterização nítida do malandro, que envolve suas roupas, seus sapatos, hábitos e relação com a música.;82
303;5;C;"o malandro descrito por Wilson Batista critica a idéia do enriquecimento e ascensão pelo trabalho; o malandro descrito por Noel Rosa tampouco se dedica ao trabalho (rapaz folgado) mas se afasta da violência.";82
304;4;D;no período, o samba se mostrava cada vez mais uma mercadoria valiosa e sua produção e divulgação era fiscalizada pelo Departamento de Imprensa e Propaganda.;82
305;1;A;os dois textos trazem idéias relacionadas à ação do Partido Comunista, no final da década de 1940.;83
306;0;B;dada a formação religiosa de grande parte da classe trabalhadora brasileira, o Partido Comunista Brasileiro propunha sensibilizar o proletariado a partir de convicções religiosas, para daí alcançar seus objetivos revolucionários.;83
307;4;C;o Partido Comunista Brasileiro estava alinhado às diretrizes do Partido Comunista Soviético, que naquele contexto avançava seu domínio no Leste Europeu.;83
308;5;D;o depoimento do trabalhador-militante comunista aborda um modo possível de levar a idéia de mobilização aos seus colegas de trabalho, tendo em vista a ilegalidade do partido e a dificuldade de organizar o movimento no interior do país.;83
309;4;A;a imigração árabe, mais especificamente a sírio-libanesa, teve como destino as grandes capitais brasileiras no início do séc. XX, que estavam sofrendo um processo de transformação urbana e ampliação, por exemplo, de mercados e serviços, caracterizados pelo mascate e pelas “lojinhas”.;84
310;1;B;os documentos retratam, de diferentes maneiras, a presença do imigrante árabe na sociedade brasileira e sua influência sobre a cultura.;84
311;5;C;dentre as razões para a imigração de árabes e sírio-libaneses está a desagregação do império Turco-Otomano – uma das razões para serem chamados de turcos – e o fato de poderem atuar, no Brasil, em setores como o comércio de artigos e produtos manufaturados.;84
312;0;D;a razão que levou os imigrantes sírio-libaneses a atuarem em atividades econômicas vinculadas ao comércio e às cidades foi a inadaptação dessas comunidades ao trabalho no campo.;84
313;4;A;o lento desaparecimento da cultura de cana no Brasil trouxe o fim dos engenhos.;85
314;1;B;trata-se de uma narrativa que descreve o Brasil pós-1930, a crise do setor agroexportador da cana de açúcar e a reorientação do eixo econômico para a indústria.;85
315;5;C;a narrativa descreve a fragilidade econômica do engenho e o desgaste de seu senhor.;85
316;0;D;apresenta metaforicamente mudanças tecnológicas e das relações de trabalho e de poder no Nordeste brasileiro pós-1930.;85
317;0;A;o declínio na construção de novos conventos no Brasil possibilitou o aumento de casamentos no Brasil colonial.;86
318;5;B;as opções de casamento eram restritas pela distribuição desigual de homens e mulheres pelo território colonial bem como por questões de dote e estatutos de pureza de sangue.;86
319;4;C;a situação de falta de mulheres na colônia levou à promulgação de um alvará régio em 1732 proibindo a saída de mulheres do Brasil para Portugal.;86
320;1;D;o documento opõe a vida religiosa à vida conjugal, optando pela segunda como mantenedora da povoação das terras brasileiras.;86
321;4;A;a presença da arquitetura jesuítica do século XVII.;87
322;1;B;o grande movimento de pessoas e a ocupação dos espaços torna difícil visualizar o conjunto arquitetônico tombado.;87
323;0;C;o tombamento de um patrimônio cultural é suficiente para garantir a sua preservação.;87
324;5;D;a coexistência do bem cultural com a atividade comercial viabiliza indiretamente o reconhecimento do patrimônio cultural.;87
325;1;A;até o meio do século passado, arqueólogos aceitavam a hipótese de que a América teria sido povoada há mais ou menos 12 mil anos, a partir da migração de povos oriundos da Ásia.;88
326;4;B;a simultaneidade do povoamento no norte e no sul do continente, pressuposta pela datação do carbono 14, em Lagoa Santa, enfraquece a hipótese de um foco único de origem do Homem Americano.;88
327;0;C;as pesquisas arqueológicas realizadas no Brasil não contribuem para a compreensão do povoamento da América, já que os achados brasileiros são contemporâneos aos encontrados nos planaltos da América do Norte.;88
328;5;D;quanto mais distantes os eventos históricos, menos precisas são as informações e maior a necessidade de recorrer a abordagens interdisciplinares para interpretá-los.;88
329;0;A;no documento de 1925 estão presentes as mesmas justificativas difundidas para a transferência da capital para o Planalto Central, 32 anos mais tarde, com a construção de Brasília.;89
330;5;B;no primeiro documento fica implícito o contexto histórico marcado pelos movimentos tenentistas e as reivindicações da classe trabalhadora.;89
331;4;C;no contexto histórico de 1925, o presidente entende que a capital deveria ser construída em um lugar neutro em relação às reivindicações de classes e sob a luz do exemplo norte-americano.;89
332;1;D;a argumentação de JK enfatiza a necessidade de integração nacional e faz referência aos textos constitucionais que já previam a transferência da capital federal desde a primeira constituição da República.;89
333;1;A;o texto escrito pelo advogado soteropolitano Edison Carneiro, estudioso dos cultos religiosos africanos no Brasil, durante os anos 1940, apresenta os quilombos como uma reação negativa e simples do homem negro à escravidão.;90
334;0;B;os textos de Edison Carneiro, Zezito Araújo e Rappin Hood atestam o interesse histórico e social acerca do Quilombo de Palmares. Desde o século XVII até a atualidade, Palmares tem sido objeto de discussão, admiração e exaltação por parte da historiografia e da sociedade como um todo.;90
